0	Бурса, Турция	Почетно консулство		21451	1922	2164	40.19600, 29.05009	Хаяти Коркмаз (Hayati Korkmaz)<br/>гр. Бурса, консулски окръг - територията на област Бурса Hayati Korkmaz Bursa, Fahri konsolosluk Darmstad Caddesi, Uslu Sokak, 3/2, Osmangazi Bursa 16050 Türkiye тел.: (0090) (224) 271-59-58, ф.: (0090) (224) 253-00-11, ф. (0090) (224) 451-06-73 (към 21.10.2008 г.), (мобилен) (0090) (532) 264-6998, e-mail: h.korkmaz@ttnet.net.tr					
0	Виена, Австрия	Почетно консулство					48.207, 16.374	Мария Граф<br/>гр. Виена, консулски окръг – територията на федерална провинция Долна Австрия					
0	Винчи, Италия	Почетно консулство					43.78119, 11.26616	Алесандро Бузони (Alessandro Busoni) <br/>гр. Винчи (Флоренция), консулски окръг - област Тоскана (Regione Toscana) Avv. Alessandro Busoni Consolato Onorario della Repubblica di Bulgaria per la Toscana Via Pier Capponi, 44 50132 Firenze тел.: (0039) (055) 571-055, e-mail: studiobusoni@ciaoweb.it, Piazza San Marco, 3-50121, Firenze, тел.: (055) 289-551 (към 22.10.2008 г.), ф.: (055) 217-609 (сайт на МВнР на Италия)					
0	Вроцлав, Полша	Почетно консулство					51.10618, 17.03767	Ян Хоростковски (Jan Chorostkowski)<br/>гр. Вроцлав, консулски окръг – Вроцлав, обхващащ територията на воеводство Долен Шльонск Konsulat Honorowy Republiki Bułgarii Konsul Honorowy Jan Chorostkowski ul. Piotra Skargi 7/1 50–082 Wrosław, Polska тел.: (0048) (71) 783-39-28/346-01-36, ф.: (0048) (71) 367-77-47, ф.: (0048) (71) 346-01-36 – към 22.10.2008 г.)					
0	Гейл, Белгия	Почетно консулство					50.78471, 4.36597	Юго Вутен (Hugo Voeten)<br/>гр. Гейл, консулски окръг – фламандските провинции Антверпен, Лимбург, Фламандски Брабант и Западна Фландрия Hasenhout, 17 2440 Geel 1180 Bruxelles Avenue Blücher 14; тел.: (0032) 145-80-364 (0032) 237-47-518 – Брюксел; (мобилен) (0032) 475-77-6492 ф.: (0032) 145-84-472; e-mail: hugovoeten@skynet.be					
0	Генуа, Италия	Почетно консулство					44.40682, 8.94508	Микеле Скандрольо (Michele Scandroglio)<br/>гр. Генуа, консулски окръг - област Лигурия (Liguria) Piazza Verdi, 6-16100, Genova тел.: (0039) (010) 570-4109, ф.: (010) 541-1905, e-mail: bulconsge@libero.it 					
0	Дака, Бангладеш	Почетно консулство					23.79637, 90.41049	Г-н Танвир Имам (Mr. Tanveer Imam)<br/>гр. Дака, консулски окръг – територията на Бангладеш, IMEX Bangladesh, House No. 14, Road No. 50 (1st Floor), Gulshan-2, Dhaka – 1212, Bangladesh; Tel: +880 2 9861686, +880 2 9861606, +880 2 9564338, +880 2 9557680; Fax: +880 2 9886433; E-mail: imam.tanveer@gmail.com, timam01@yahoo.com					
0	Дармщадт, Германия	Почетно консулство	233	1514			49.86311, 8.6299	Инго-Ендрик Ланкау (Ingo-Endrick Lankau)<br/>Hilpertstraße 3; 64925 Darmstadt; Tel: 0049 (0)6151 958150; Fax: 0049 (0)6151 958133; honorarkonsul@bulgarien-hessen.de					
0	Донецк, Украйна	Почетно консулство					48.0041, 37.8095	Иван Иванович/Иванов (в РМС) Аврамов (Ivan Avramov)<br/>гр. Донецк, консулски окръг – Донецка, Луганска и Запорожка област на Украйна; гр. Запорожие, п.к. 60017, остров Хортиця, дом 55, област Донецк и гр. Луганск, ул. “Радянска”, 18 тел.: (00380) (6252) 90-545/550, (0038) (8062) 333-30-75, ф.: (0038) (806252) 58-240, (мобилен) (00380) (50) 326-4939, e-mail: ugku@en.dn.ua, (0038061) 286-54-45/35/33, гр. Донецк, ул. „50 години СССР”, № 149, тел. (0038) (062) 337-66-11, (0038) (062) 337-70-40, ф. (0038) (062) 337-70-40 (към 21.10.2008 г.)					
0	Дънди, Обединеното Кралство	Почетно консулство			98	61	56.43077, -2.96036	Проф. Николай Желев (Professor Nikolay Zhelev PHD)<br/>гр. Дънди, консулски окръг – окръг Дънди Professor Nikolay Zhelev PHD, Honorary Consul Consulate of the Republic of Bulgaria 28 West Acres Drive, Woodhaven, Newport on Tay Dundee, DD6 8NR Scotland тел.: (0044) (0) 1382-308-000, (директен) (0044) (0) 1382-308-536, (мобилен) (0044) (0) 791-937-8413, ф.: (0044) (0) 1382-308-117, e-mail: Nikolai.Zhelev@abertay.ac.uk					
0	Женева, Швейцария	Почетно консулство					46.20395, 6.14069	Габриел Бенезра (Gabriel А. Benezra)<br/>гр. Женева, консулски окръг – кантоните Женева, Во, Вале и Тесин Mr. Gabriel Benezra Consul honoraire de la République de Bulgarie 20, rue Sénebier Case postale 166 CH-1205 Genève 12 Suisse тел.: (0041) (22) 818-08-08, ф.: (0041) (22) 818-08-18, gabriel.benezra@budin.ch 					
0	Залцбург, Австрия	Почетно консулство					47.80090, 13.04860	Арх. Ерио Хофман (Erio Hofmann)<br/>гр. Залцбург (Salzburg), консулски окръг – провинция Залцбург; Imbergstraße 19, А5010 Salzburg Österreich; тел.: (0043) (662) 883-06-10, ф. (0043) (662) 883-06-127 (мобилен) (0043)(699) 178-83-061; e-mail: arh.hofmann@aon.at					
0	Йокохама, Япония	Почетно консулство					35.48675, 139.64841	Хисаши Накаяма (Hisashi Nakayama)<br/>гр. Йокохама, консулски окръг – 16 префектури от зап. част на о-в Хоншу Mr. Hisashi Nakayama Honorary Consulate of the Republic of Bulgaria in Yokohama Hisashi Nakayama, Meiji Dairies Corporation, Kanagawa Branch Office, 1-6-18 Irie, Yokohama, Kanagawa prefecture, 221-0014, Japan тел.: (0081) (3) 5653-0420, ф.: (0081) (3) 5653-0496 (За контакт по ел. поща, чрез г-н Николай Пъдарев, помощник на г-н Накаяма) Meiji Dairies Corporation International Division International Business Development Dept. тел.: (0081) (3) 5653-0303, ф.: (0081) (3) 5653-0496 e-mail: NIKOLAY_PADAREV@ meiji-milk.com 					
0	Казабланка, Мароко	Почетно консулство		54			33.588, -7.612	Сентиси Eл Идриси Хасан (Sentissi El Idrissi Hassan)<br/>гр. Казабланка, консулски окръг - област Казабланка Sentissi El Idrissi Hassan 52, Angle Bd. Zarktouni and Tlinville, 7-ème étage, Casablanca, Royaume du Maroc тел.: (00212) (22) 29-86-55/29-84-12/29-82-35; ф.: (00212) (22) 29-82-48, (мобилен) (00212) (61) 13-43-50, e-mail: radioholding@iam.net.ma, www.radioholding.com (към 21.10.2008 г.)					
0	Казабланка, Никарагуа	Почетно консулство					33.5953, -7.6387	Сентиси Eл Идриси Хасан (Sentissi El Idrissi Hassan)<br/>гр. Казабланка, консулски окръг - област Казабланка Sentissi El Idrissi Hassan 52, Angle Bd. Zarktouni and Tlinville, 7-ème étage, Casablanca, Royaume du Maroc тел.: (00212) (22) 29-86-55/29-84-12/29-82-35; ф.: (00212) (22) 29-82-48, (мобилен) (00212) (61) 13-43-50, e-mail: radioholding@iam.net.ma, www.radioholding.com (към 21.10.2008 г.)					
0	Карачи, Пакистан	Почетно консулство					24.8504, 67.0274	Аслам Халик (Aslam Khaliq)<br/>гр. Карачи, консулски окръг – провинции Синд и Белуджистан Mr. Aslam Khaliq UDL Distribution (Pvt) Ltd, 1st Floor, Hotel Metropole, Abdullah Haroon Road, Karachi - 75520 Islamic Republic of Pakistan тел.: (0092) (21) 5681-437, (0092) (21) 111-555-444, ф.: (0092) (21) 568-1437 e-mail: aslam_khaliq@bat.pk					
0	Катманду, Непал	Почетно консулство					27.71009, 85.31697	Г-н Бхола Бикрам Тхапа (Mr. Bhola Bikram Thapa)<br/>гр. Катманду, консулски окръг – територията на град Катманду, President Group of Companies, Yak & Yeti Marg, Durbar Marg, Ward No. 1, Kathmandu, Nepal, P.O. Box – 1307; Tel:  +977 1 4241676, +977 1 4220245; Fax:    +977 1 4221180; E-mail: bthapa@president.com.np					
0	Кеми, Финландия	Почетно консулство					65.73627, 24.56348	Г-жа Маури Юхани Туомиваара (Mauri Juhani Tuomivaara)<br/>гр. Кеми, консулски окръг – област Лапландия Mauri Tuomivaara Kauppakatu 13 A 24 94100 Kemi Finland, тел.: (00358) (16) 254-678, (мобилен) (00358) (40) 529-8103, e-mail: mauri.tuomivaara@pp.inet.fi					
0	Кито, Еквадор	Почетно консулство					-0.225, -78.516	Проф. д-р Фаусто Винуеса Родригес<br/>гр. Кито, консулски окръг – територията на Еквадор; Av. Amazonas y Corea Edificio Unicornio 2, Of. 1008; Telefax: (00593) (2) 256-90-36; мобилен: (00593) (2) 945-6960; e-mail: faustovinueza@yahoo.com					
0	Кобленц, Германия	Почетно консулство					50.35466, 7.5942	Д-р Карл-Юрген Вилберт<br/>гр. Кобленц, консулски окръг – федерална провинция Райнланд-Пфалц; Friedrich-Ebert-Ring 33 D, 56 068 Koblenz Bundesrepublik Deutschland; тел.: (0049) (261) 398-124/178 (Sekretariat, Frau Baulig – към 22.10.2008 г.); факс: (0049) (261) 398-936; e-mail: konsul@hwk-koblenz.de; (от 01.01.2009 г.); 56332 Lehmen/Mosel, Abt-Theodorich-Str. 38; тел.: (0049) 02607-4125; ф.: (0049) 02607-960-611; e-mail: hgf-karl-juergen.wilbert@hwk-koblenz.de					
0	Колката, Индия	Почетно консулство					22.53581, 88.33330	Вишамбар Саран (Vishambhar Saran)<br/>гр. Колката (Калкута); консулски окръг – щатите Западен Бенгал, Бихар, Джаркханд и Ориса ; VISA House; 8/10, Alipore Road; Kolkata – 700 027; Tel.:   033 3011-9102; Fax:   033 3011-9001; е-mail: vsaran@visa-group.com; www.visa-group.com					
0	Колумбия, САЩ	Почетно консулство					31.24440, -85.43330	Доналд Робърт Томлин, младши (Donald R. Tomlin, Jr.)<br/>гр. Колумбия (City of Columbia), консулски окръг –щат Южна Каролина (South Carolina) Donald R. Tomlin, Jr. 306 Pinehurst Drive Dothan, Alabama 36303 (205) 712-7400 (telephone) (205) 712-7447 (facsimile); 4500 Ft. Jackson Blvd., Columbia, SC 29209, тел.: (803) 540-3400, дом. адрес: 4618Perry Court, Columbia, SC 29206, don.tomlin@mailsouth.net (към окт.2008 г.)					
0	Куала Лумпур, Малайзия	Почетно консулство					3.12810, 101.67702	Стивън Со Тек То (Steven Soh Teck Toh)<br/>гр. Куала Лумпур, консулски окръг – територията на Малайзия Mr. Steven Soh Teck Toh Bangunan SSA, 4th Floor, No. 9, Jalan Bangsar Utama 3, Bangsar Utama 59000 Kuala Lumpur, Malaysia тел.: (0060) (3) 2282-9909, ф.: (0060) (3) 2282-1699, (0060) (3) 2283-1699 e-mail: steven_soh@yahoo.com					
0	Лас Вегас, САЩ	Почетно консулство			117	82	36.013, -115.092	Робърт Милър (Robert Miller)<br/>гр. Лас Вегас, консулски окръг – щат Невада Robert Miller 900 South Pavilion Center Drive Las Vegas, NV 89144 (or Executive Chambers, Capitol Complex, Carson City, NV 89710) тел. (001) (702) 687-5670, ф.: (001) (702) 687-4486 тел.: (702) 240-0831, ф.: (702) 240-0331, bob.miller@dutkoworldwide@com (към окт. 2008 г.)					
0	Лиеж, Белгия	Почетно консулство					50.50385, 5.2888	Д-р Марам Стърн (Dr. Maram Stern)<br/>гр. Лиеж, консулски окръг – територията на провинция Лиеж, Monsieur Maram Stern, Consul honoraire de la République de Bulgarie à Liège avec comme circonscription consulaire la province de Liège 4, Les Communes de Stree –В4577, Stree-les-Huy (Liège), Province de Liege, Royaume de Belgique; тел. (0032) (8) 57-11-205, (0032) (2) 55-20-900, ф.: (0032) (2) 55-20-911, ф.: (0032) (8) 57-11-205; e-mail maram.stern.@stern.be					
0	Лил, Франция	Почетно консулство		55			50.68308, 3.17372	Г-жа Анник Бар (Madame Annick Bar)<br/>гр. Лил, консулски окръг – регионите Нор-Па-дьо-Кале и Пикардия с прилежащите им департаменти Consulat Honoraire de la République de Bulgarie à Lille Madame Annick Bar, Consul Honoraire 26, rue “Dammartin” 59 100 - Roubaix тел.: (0033) (3) 20-73-55-89 (през работно време), (0033) (3) 20-73-70-84 (към 03.11.2008 г.), ф.: (0033) (3) 20-73-77-49, (0033) (3) 20-73-92-03 (към 03.11.2008 г.), (мобилен) (0033) (06) 17-04-76-91, e-mail: consulat.bg.lille@gmail.com; предстои установяване на адрес в гр. Лил (към 22.10.2008 г.)					
0	Лугано, Швейцария	Почетно консулство					46.0064, 8.9513	Фабрицио Мион (Fabrizio P. Mion) <br/>гр. Лугано, консулски окръг – кантоните Граубюнден (в немската част на Швейцария, Гризон във френската част на Швейцария) и Тесин Адвокат Фабрицио П. Мион, Адвокат Елизабета Тицони, гр. Лугано 6901, пощенска кутия 6134, Швейцария, тел.: (0041) (91) 913-41-42, ф.: (0041) (91) 913-41-43, e-mail: info@mion-associati.com, 6900 Lugano, Via Canova 18, Switzerland, f.mion@bluewin.ch (към 22.10.2008 г.)					
0	Лусака, Замбия	Почетно консулство					-15.411, 28.287	Кешуа Булайа<br/>гр. Лусака					
0	Люксембург, Люксенбург	Почетно консулство	230	318	293	187	49.610, 6.132	Димитриос Зоис (Dimitrios Zois)<br/>гр. Люксембург, консулски окръг – територията на Великото Херцогство Люксембург Monsieur Dimitri Zois Consul honoraire de la République de Bulgarie au Grand-Duché de Luxembourg Stanley Ross International S.A., 29, rue Alphonse München L-2172 Luxembourg, тел.: (00352) 448-876, тел.: (00352) 448-923 (към 22.10.2008 г.), ф.: (00352) 448-887, e-mail: stanley@pt.lu, consulatbulgaria@alternet.lu (към 22.10.2008 г.)					
0	Магдебург, Германия	Почетно консулство		188			52.19488, 11.60300	Ралф Карл Хесе<br/>гр. Магдебург (Magdeburg), консулски окръг - федерална провинция Саксония-Анхалт; An der Sülze 3, 39179 Barleben bei Magdeburg; тел.: (0049) (392) 037-57-955, (0049) (392) 038-97-90; факс: (0049) (392) 038-97-91(към 08.12.2008 г.),: (0049) (392) 037-57-956/7; www.honorarkonsulat-in-sachsen-anhalt.de; e-mail: ralf.hesse@honorarkonsul.de; ralf.hesse@honorarkonsul-in-sachsen-anhalt.de; www.honorarkonsulat-in-sachsen-anhalt.de; ralf.hesse@pera-gmbh.de (към 08.12.2008 г.); www.pera-gmbh.de (към 08.12.2008 г.); (Arbeitszeit 8.00 bis 16.30; към 22.10.2008 г.)					
0	Манила, Филипините	Почетно консулство					14.54610, 121.02367	Рене Л. Ледесма (Rene’L. Ledesma)<br/>гр. Манила, консулски окръг – територията на Република Филипини Mr. Rene’L. Ledesma Honorary Consulate of the Republic of Bulgaria to the Philippines - No.6 Lippay Street, San Lorenzo Village, Makati City, Manila Philippines тел.: (0063) (2) 817-5449, (0063) (2) 812-1169/1173, ф.: (0063) (2) 812-8895 e-mail: renelledesma@yahoo.com (e-mail на съпругата на г-н Ледесма): Fortune Aleta Ledesma – fortuneledesma@yahoo.com					
0	Манчестър, САЩ	Почетно консулство		274			44.3243, -69.861	Дейвид Томас Фланаган (David T. Flanagan)<br/>гр. Манчестър (city of Manchester), консулски окръг – територията на щата Мейн (Maine) PO Box 447 Manchester, ME 04351 тел.: (001) (207) 724-2042, ф.: (001) (207) 724-2043, e-mail: Dtflan1234@aol.com					
0	Марсилия, Франция	Почетно консулство		334			43.29845, 5.37425	Дени Дансет (Denis Danset)<br/>гр. Марсилия, консулски окръг – Прованс-Алп-Кот-д’Азюр, включващ прилежащите 6 департамента, и Лангедок-Русийон, включващ прилежащите 5 департамента M. Denis Danset Consul Honoraire de la République de Bulgarie World Trade Center, 2, rue “Henri Barbusse“ 13 421 Marseille Cedex 01 France тел.: (0033) (6) 08-25-73-72, ф.: (0033) (4) 91-71-34-90, e-mail: ddanset@club-internet.fr 					
0	Маскат, Оман	Почетно консулство					23.6215, 58.5012	Мунир Ахмед Сюле/айман (Muneer Ahmed Sulaiman)<br/>гр. Маскат, консулски окръг – територията на Султаната Оман Mina Al Fahal, P.O.Box 508, P.C. 116, Sultanate of Oman; тел.: (00968) (2) 456-76-48/456-61-71/456-57-56, ф.: (00968) (2) 456-29-48, (мобилен) (00968) (99)-229-111, e-mail: munir1@omantel.net.om					
0	Мисисага, Канада	Почетно консулство					43.6346, -79.7870	Игнат Христов Канеф (Ignat Kaneff)<br/>гр. Мисисага, консулски окръг – провинция Онтарио Mr. Ignat Kaneff Honorary Consul of the Republic of Bulgaria, Ignat Kaneff – President, Kaneff Group of Companies, 8501 Mississauga Road, Suite 200, Brampton, Ontario L6Y 5G8, Canada тел.: (001) (905) 454—0221, ф.: (001) (905) 454-0297					
0	Монако, Монако	Почетно консулство					43.73422, 7.41401	Жан-Пол Картерон (Jean-Paul Carteron)<br/>Княжество Монако, консулски окръг – територията на Княжеството M. Jean-Paul Carteron Consul Honoraire de la République de Bulgarie “Le Patio Palace” 41, Avenue «Hector Otto” 9 800 Monaco, Principauté de Monaco тел.: (00377) 9770-7000, ф.: (00377) 9770-7040, e-mail: jpc@cmf.ch, summit@world-summit.org					
0	Монреал, Канада	Почетно консулство		836	265	206	45.4864, -73.5880	Георги Борисов Паничерски (Georges Panitchersky)<br/>Bureau du Consul honoraire de Bulgarie; 1, Westmount Square; Bureau 1810; Montreal, Quebec, H3Z 2P9; Canada; Office Tel. + 1 514 933 0070; Mobile Tel. + 1 514 573 0360; Fax. + 1 514 935 5622; E-mail: bg.consul.mtl@gmail.com					
0	Монтевидео, Уругвай	Почетно консулство					-34.90899, -56.19346	Игор Хорхе Светогорски (Igor Jorge Svetogorsky)<br/>гр. Монтевидео, консулски окръг - територията на Уругвай Sr. Igor Jorge Svetogorsky Rio Negro 1394, Piso 3 Montevideo, Uruguay тел.: (00598) (2) 902-2210 е-mail: cónsul@bulgaria.com.uy					
0	Неапол, Италия	Почетно консулство			88	85	40.83160, 14.24397	Дженаро Фамилиети (Gennaro Famiglietti)<br/>гр. Неапол, консулски окръг – област Кампания (Campania) Avv. Gennaro Famiglietti Consolato Onorario della Repubblica di Bulgaria per la Campania Via Chiatamonte, 63-80100, Napoli тел./ф.: (0039) (081) 245-22-34, e-mail: avv.famiglietti@libero.it Джакомо Оливиери (Avv. Giacomo Olivieri) гр. Бари, консулски окръг – област Пулия (Puglia) Avv. Giacomo Olivieri Consolato Onorario della Repubblica di Bulgaria per le Regioni Puglia e Basilicata Via Papa Pio XII, 60-70100 Bari тел.: (0039) (080) 509-3950/6574, ф.: (0039) (080) 564-19-28, e-mail: giacomo.olivieri@libero.it, тел. (080) 509-6574 (към 22.10.2008 г.)					
0	Никозия, Кипър	Почетно консулство					35.1483, 33.3335	Спирос Лимбурис (Spyros Lymbouris)<br/>гр. Никозия, консулски окръг Mr Spyros Lymbouris Honorary Consul of the Republic of Bulgaria 12 Panaioti Tomazou Str. 2020 Strovolos P.O. Box 23448 Nicosia Вакис Лоизу (Vakis Loizou) гр. Лимасол, консулски окръг - територията на острова 20, Amphipoleos Street, 2025 Strovolos Nicosia, P.O.Box 21301 CY-1506 Nicosia, Cyprus тел.: (00357) (22) 58-81-15, ф.: (00357) (22) 44-23-95, e-mail: vloizou@louisgroup.com					
0	Палермо, Италия	Почетно консулство					38.13813, 13.34435	Агостино Рандацо (Agostino Randazzo)<br/>гр. Палермо (Palermo), консулски окръг – област Сицилия (region of Sicily, Sicilia) Piazza “Unità d’Italia”, 14, 90144 Palermo, служ. тел. (0039) (091) 601-52-44, (мобилен) (0039)(348) 314-78-92, Via Principe Granatelli, 86-90145 Palermo, тел.: (091) 601-53-35, ф.: (091) 601-53-26 (към 22.10.2008 г.) 					
0	Палм Спрингс, САЩ	Почетно консулство					34.06215, -118.41599	Алън Дейвид Ливи (Alan David Levy)<br/>гр. Палм Спрингс (City of Palm Springs), консулски окръг –щат Южна Калифорния (Southern California) Alan D. Levy Chairman Tishman International Companies Адрес за кореспонденция: 1801 Century Park East, Suite 1090 Los Angeles, California 90067 тел: (001) (310) 552-8100, ф.: (001) (310) 552-8188, alevy@tishmanintl.com www.tishmanintl.com; 794 N Barcelona Circle, Palm Springs, CA 92262 					
0	Панама, Панама	Почетно консулство					8.9521, -79.5337	Клаудия Любомирова Лисичкова-де Мичев (Ms Klaudia Lubomirova Lissitchkova-de Mitchev)<br/>гр. Панама, консулски окръг – територията на Република Панама Sra. Klaudia Lubomirova Lissitchkova de Mitchev, Las Cumbres, calle El Peñón, casa 374 Panamá, República de Panamá тел.: (00507) 264-9927/264-9302/268-4979, (мобилен) (00507) 6671-2073, ф.: (00507) 264-1299, e-mail: marketing@dinamis.net, klauly@gmail.com					
0	Парма, Италия	Почетно консулство					44.80122, 10.33020	Д-р Джовани Фаджоли (Dr. Giovanni Fagioli)<br/>гр. Парма, консулски окръг – област Емилия-Романя (Emilia Romagna) Dott. Giovanni Fagioli Consolato Onorario della Repubblica di Bulgaria per la Regione Emilia Romagna Borgo XX Marzo n.2, 43100 Parma, Italia; Тел.: (0039) (0522) 90-56-01, ф.: (0039) (0522) 90-55-85, e-mail: giovanni.fagioli@snatt.it 					
0	Питсбърг, САЩ	Почетно консулство					40.35365, -80.03940	Патриция Пенка Френч (Patricia Penka French)<br/>Консулски окръг: района на гр. Питсбърг и Западна Пенсилвания със седалище град Питсбърг, Patricia Penka French 223 Allenberry Circle Pitsburgh, PA 15234, Tel: 412-831-5101, ppfrench@verizon.net 					
0	Порденоне, Италия	Почетно консулство					46.1111, 12.895	Ренцо Франческони (Renzo Francesconi)<br/>гр. Порденоне (Pordenone), консулски окръг – автономна област Фриули –Венеция Джулия ул. “Клауцето” 12/1, Спилимберго (околия Порденоне), служ. тел. (0039) (434) 22-95-01/2311/22-95-08 (Околийска управа), служ. тел. (0039) (427) 93-9196, ф.: (0039) (427) 93-91-94, (мобилен) (0039) (329) 750-37-48, e-mail: renzo.fran@tin.it					
0	Пунта Аренас, Чили	Почетно консулство					-53.16274, -70.90353	Андрес Николас Пивчевич Райчевич (Andrés Nicolás Pivcevic Rajcevic)<br/>гр. Пунта Аренас, консулски окръг - територията на рeгион Магалянес Sr. Andrés Nicolás Pivcevic Rajcevic Av. “O’Higgins” 891 Punta Arenas, Chile тел.: (0056) (61) 61-61-00, ф.: (0056) (61) 61-61-10, e-mail: gerencia@aeroviasdap.cl, www.aeroviasdap.cl					
0	Рейкявик, Исландия	Почетно консулство					64.14238, -21.8918	Бьорголфур Гудмундсон (Björgólfur Guðmundsson)<br/>гр. Рейкявик Mr. Björgólfur Guðmundsson Honorary Consul of the Republic of Bulgaria Sigtun 42, 2nd floor 105 Reykjavik Iceland тел.: (00354) 414-6000/6010, ф.: (00354) 414-6020, (мобилен) (00354) 892-7747, e-mail: bg@hansa.is, bg@landsbanki.is					
0	Ресифе, Бразилия	Почетно консулство					-8.1077, -34.8890	Дурвалино Андреоти<br/>гр. Ресифе, консулски окръг – щатите Пернамбуко, Параиба и Алагоас Sr. Durvalino Andreotti Rua Zeferino Galvão, 100, apto. 601 – Edificio Baleares – Boa Viagem Recife – PE - CEP. 51-111-110; тел.: (0055) (81) 332-50-735/332-55-886; e-mail: andreot@uol.com.br; Nina Grigorova (secretary to Mr. Andreotti) Rua México, 21 – Sala 1601 – Centro СЕР 20031-144 – Rio de Janeiro – RJ; Офис на почетния консул в Ресифе: Av. Marechal Mascarenhas de Morais, 2314 – Casa					
0	Рига, Латвия	Почетно консулство					56.9528, 24.1230	Маирита Солима (Mairita Solima)<br/>гр. Рига, консулски окръг - територията на Република Латвия Doma laukums/square 1 Riga, LV-1050 Latvija тел. (00371) (7) 211-776, ф. (00371) (7) 503-326, (мобилен) (00371) (9) 175-000, e-mail: mairita@gutenbergs.lv					
0	Рио де Жанейро, Бразилия	Почетно консулство					-22.91193, -43.17419	Жоао Жилберто Ваз<br/>гр. Рио де Жанейро, консулски окръг – щат Рио де Жанейро; тел.: (0055) (21) 253-23-912/253-24-604; http: www.bulgariario.org.br; e-mail: brazsat@aol.com, nina@bulgariario.org.br					
